,menu_item,date,stock_count,orders
657,Crab Flake Cocktail,2018-05-09,30,30
658,Blue Point Oysters,2018-05-09,129,81
659,Stewed Prunes,2018-05-09,85,54
660,Plums,2018-05-09,87,70
661,Oyster cocktail,2018-05-09,95,95
662,Nesselrode Pudding,2018-05-09,33,33
663,Sweet Potatoes,2018-05-09,178,97
664,Orange marmalade,2018-05-09,42,42
665,Tea,2018-04-09,190,131
666,Milk,2018-04-09,34,34
667,Boiled potatoes,2018-04-09,69,69
668,Fruit,2018-04-09,104,78
669,Sardines,2018-04-09,20,20
670,Oranges,2018-04-09,208,119
671,French fried potatoes,2018-04-09,26,26
672,Chocolate Ice Cream,2018-04-09,150,78
673,Sliced Tomatoes,2018-04-09,39,39
674,ROQUEFORT CHEESE,2018-04-09,97,97
675,Cream Cheese,2018-04-09,102,64
676,Crackers,2018-04-09,66,66
677,Grapes,2018-04-09,87,71
678,Biscuit Tortoni,2018-04-09,147,39
679,Dessert,2018-04-09,179,129
680,Shrimp Cocktail,2018-04-09,80,80
681,rice pudding,2018-04-09,257,172
682,Corned Beef Hash,2018-04-09,67,67
683,STRAWBERRY ICE CREAM,2018-04-09,19,19
684,Chicken Sandwich,2018-04-09,134,134
685,Orange Juice,2018-04-09,165,70
686,Pear,2018-04-09,104,104
687,Stewed Corn,2018-04-09,64,56
688,Shrimp Salad,2018-04-09,108,81
689,Scrambled Eggs,2018-04-09,228,151
690,Sauterne,2018-04-09,62,62
691,Boiled eggs,2018-04-09,158,88
692,Crab Flake Cocktail,2018-04-09,53,53
693,Blue Point Oysters,2018-04-09,225,131
694,Stewed Prunes,2018-04-09,110,68
695,Plums,2018-04-09,122,85
696,Oyster cocktail,2018-04-09,24,24
697,Nesselrode Pudding,2018-04-09,74,74
698,Sweet Potatoes,2018-04-09,89,89
699,Orange marmalade,2018-04-09,84,84
700,Tea,2018-03-09,205,138
701,Milk,2018-03-09,102,102
702,Boiled potatoes,2018-03-09,103,45
703,Fruit,2018-03-09,35,35
704,Sardines,2018-03-09,80,80
705,Oranges,2018-03-09,151,60
706,French fried potatoes,2018-03-09,90,90
707,Chocolate Ice Cream,2018-03-09,184,100
708,Sliced Tomatoes,2018-03-09,52,52
709,ROQUEFORT CHEESE,2018-03-09,113,113
710,Cream Cheese,2018-03-09,178,92
711,Crackers,2018-03-09,86,86
712,Grapes,2018-03-09,73,73
713,Biscuit Tortoni,2018-03-09,163,76
714,Dessert,2018-03-09,104,68
715,Shrimp Cocktail,2018-03-09,133,77
716,rice pudding,2018-03-09,178,114
717,Corned Beef Hash,2018-03-09,148,148
718,STRAWBERRY ICE CREAM,2018-03-09,78,78
719,Chicken Sandwich,2018-03-09,40,40
720,Orange Juice,2018-03-09,55,55
721,Pear,2018-03-09,104,65
722,Stewed Corn,2018-03-09,45,44
723,Shrimp Salad,2018-03-09,198,73
724,Scrambled Eggs,2018-03-09,171,72
725,Sauterne,2018-03-09,46,46
726,Boiled eggs,2018-03-09,113,67
727,Crab Flake Cocktail,2018-03-09,53,53
728,Blue Point Oysters,2018-03-09,81,66
729,Stewed Prunes,2018-03-09,159,109
730,Plums,2018-03-09,96,96
731,Oyster cocktail,2018-03-09,103,103
732,Nesselrode Pudding,2018-03-09,41,41
733,Sweet Potatoes,2018-03-09,196,61
734,Orange marmalade,2018-03-09,28,28
735,Tea,2018-02-09,126,84
736,Milk,2018-02-09,147,147
737,Boiled potatoes,2018-02-09,52,52
738,Fruit,2018-02-09,70,70
739,Sardines,2018-02-09,47,47
740,Oranges,2018-02-09,208,208
741,French fried potatoes,2018-02-09,32,32
742,Chocolate Ice Cream,2018-02-09,100,81
743,Sliced Tomatoes,2018-02-09,39,39
744,ROQUEFORT CHEESE,2018-02-09,41,41
745,Cream Cheese,2018-02-09,102,73
746,Crackers,2018-02-09,73,73
747,Grapes,2018-02-09,43,43
748,Biscuit Tortoni,2018-02-09,49,49
749,Dessert,2018-02-09,89,79
750,Shrimp Cocktail,2018-02-09,67,67
751,rice pudding,2018-02-09,119,119
752,Corned Beef Hash,2018-02-09,162,119
753,STRAWBERRY ICE CREAM,2018-02-09,33,33
754,Chicken Sandwich,2018-02-09,188,133
755,Orange Juice,2018-02-09,73,40
756,Pear,2018-02-09,70,70
757,Stewed Corn,2018-02-09,109,100
758,Shrimp Salad,2018-02-09,90,66
759,Scrambled Eggs,2018-02-09,76,67
760,Sauterne,2018-02-09,62,62
761,Boiled eggs,2018-02-09,79,70
762,Crab Flake Cocktail,2018-02-09,106,106
763,Blue Point Oysters,2018-02-09,129,81
764,Stewed Prunes,2018-02-09,146,122
765,Plums,2018-02-09,43,43
766,Oyster cocktail,2018-02-09,111,111
767,Nesselrode Pudding,2018-02-09,57,46
768,Sweet Potatoes,2018-02-09,249,194
769,Orange marmalade,2018-02-09,28,28
770,Tea,2018-01-09,205,205
771,Milk,2018-01-09,102,102
772,Boiled potatoes,2018-01-09,189,189
773,Fruit,2018-01-09,151,151
774,Sardines,2018-01-09,94,94
775,Oranges,2018-01-09,246,238
776,French fried potatoes,2018-01-09,58,58
777,Chocolate Ice Cream,2018-01-09,200,200
778,Sliced Tomatoes,2018-01-09,144,144
779,ROQUEFORT CHEESE,2018-01-09,57,57
780,Cream Cheese,2018-01-09,63,63
781,Crackers,2018-01-09,46,46
782,Grapes,2018-01-09,131,129
783,Biscuit Tortoni,2018-01-09,114,114
784,Dessert,2018-01-09,134,134
785,Shrimp Cocktail,2018-01-09,160,160
786,rice pudding,2018-01-09,79,79
787,Corned Beef Hash,2018-01-09,108,108
788,STRAWBERRY ICE CREAM,2018-01-09,65,65
789,Chicken Sandwich,2018-01-09,67,67
790,Orange Juice,2018-01-09,165,155
791,Pear,2018-01-09,52,52
792,Stewed Corn,2018-01-09,36,36
793,Shrimp Salad,2018-01-09,72,72
794,Scrambled Eggs,2018-01-09,228,182
795,Sauterne,2018-01-09,31,31
796,Boiled eggs,2018-01-09,90,90
797,Crab Flake Cocktail,2018-01-09,84,84
798,Blue Point Oysters,2018-01-09,113,113
799,Stewed Prunes,2018-01-09,98,98
800,Plums,2018-01-09,70,70
801,Oyster cocktail,2018-01-09,111,111
802,Nesselrode Pudding,2018-01-09,90,90
803,Sweet Potatoes,2018-01-09,142,142
804,Orange marmalade,2018-01-09,77,77
805,Tea,2018-08-31,126,126
806,Milk,2018-08-31,57,57
807,Boiled potatoes,2018-08-31,86,86
808,Fruit,2018-08-31,162,117
809,Sardines,2018-08-31,33,33
810,Oranges,2018-08-31,265,241
811,French fried potatoes,2018-08-31,70,70
812,Chocolate Ice Cream,2018-08-31,67,67
813,Sliced Tomatoes,2018-08-31,39,39
814,ROQUEFORT CHEESE,2018-08-31,49,49
815,Cream Cheese,2018-08-31,140,138
816,Crackers,2018-08-31,59,59
817,Grapes,2018-08-31,174,174
818,Biscuit Tortoni,2018-08-31,49,49
819,Dessert,2018-08-31,89,54
820,Shrimp Cocktail,2018-08-31,146,122
821,rice pudding,2018-08-31,178,78
822,Corned Beef Hash,2018-08-31,95,95
823,STRAWBERRY ICE CREAM,2018-08-31,59,59
824,Chicken Sandwich,2018-08-31,161,161
825,Orange Juice,2018-08-31,91,61
826,Pear,2018-08-31,122,122
827,Stewed Corn,2018-08-31,64,64
828,Shrimp Salad,2018-08-31,252,168
829,Scrambled Eggs,2018-08-31,266,76
830,Sauterne,2018-08-31,46,46
831,Boiled eggs,2018-08-31,68,68
832,Crab Flake Cocktail,2018-08-31,84,84
833,Blue Point Oysters,2018-08-31,145,145
834,Stewed Prunes,2018-08-31,134,134
835,Plums,2018-08-31,113,113
836,Oyster cocktail,2018-08-31,47,47
837,Nesselrode Pudding,2018-08-31,82,82
838,Sweet Potatoes,2018-08-31,53,53
839,Orange marmalade,2018-08-31,63,63
840,Tea,2018-08-30,111,50
841,Milk,2018-08-30,68,68
842,Boiled potatoes,2018-08-30,155,55
843,Fruit,2018-08-30,35,35
844,Sardines,2018-08-30,60,60
845,Oranges,2018-08-30,57,57
846,French fried potatoes,2018-08-30,19,19
847,Chocolate Ice Cream,2018-08-30,117,79
848,Sliced Tomatoes,2018-08-30,92,92
849,ROQUEFORT CHEESE,2018-08-30,32,32
850,Cream Cheese,2018-08-30,63,45
851,Crackers,2018-08-30,26,26
852,Grapes,2018-08-30,131,98
853,Biscuit Tortoni,2018-08-30,147,63
854,Dessert,2018-08-30,194,129
855,Shrimp Cocktail,2018-08-30,160,148
856,rice pudding,2018-08-30,59,59
857,Corned Beef Hash,2018-08-30,67,67
858,STRAWBERRY ICE CREAM,2018-08-30,78,78
859,Chicken Sandwich,2018-08-30,94,67
860,Orange Juice,2018-08-30,146,43
861,Pear,2018-08-30,113,113
862,Stewed Corn,2018-08-30,55,55
863,Shrimp Salad,2018-08-30,126,67
864,Scrambled Eggs,2018-08-30,57,46
865,Sauterne,2018-08-30,77,51
866,Boiled eggs,2018-08-30,124,85
867,Crab Flake Cocktail,2018-08-30,23,23
868,Blue Point Oysters,2018-08-30,64,64
869,Stewed Prunes,2018-08-30,85,46
870,Plums,2018-08-30,35,35
871,Oyster cocktail,2018-08-30,24,24
872,Nesselrode Pudding,2018-08-30,115,115
873,Sweet Potatoes,2018-08-30,142,59
874,Orange marmalade,2018-08-30,49,49
875,Tea,2018-08-29,126,63
876,Milk,2018-08-29,45,45
877,Boiled potatoes,2018-08-29,224,87
878,Fruit,2018-08-29,46,46
879,Sardines,2018-08-29,40,40
880,Oranges,2018-08-29,227,156
881,French fried potatoes,2018-08-29,38,38
882,Chocolate Ice Cream,2018-08-29,217,133
883,Sliced Tomatoes,2018-08-29,52,52
884,ROQUEFORT CHEESE,2018-08-29,105,80
885,Cream Cheese,2018-08-29,165,94
886,Crackers,2018-08-29,79,79
887,Grapes,2018-08-29,174,153
888,Biscuit Tortoni,2018-08-29,49,49
889,Dessert,2018-08-29,75,69
890,Shrimp Cocktail,2018-08-29,40,40
891,rice pudding,2018-08-29,119,107
892,Corned Beef Hash,2018-08-29,162,109
893,STRAWBERRY ICE CREAM,2018-08-29,72,72
894,Chicken Sandwich,2018-08-29,40,40
895,Orange Juice,2018-08-29,220,141
896,Pear,2018-08-29,70,70
897,Stewed Corn,2018-08-29,109,109
898,Shrimp Salad,2018-08-29,180,60
899,Scrambled Eggs,2018-08-29,95,50
900,Sauterne,2018-08-29,108,108
901,Boiled eggs,2018-08-29,124,117
902,Crab Flake Cocktail,2018-08-29,106,106
903,Blue Point Oysters,2018-08-29,81,81
904,Stewed Prunes,2018-08-29,110,82
905,Plums,2018-08-29,104,104
906,Oyster cocktail,2018-08-29,55,55
907,Nesselrode Pudding,2018-08-29,33,33
908,Sweet Potatoes,2018-08-29,231,190
909,Orange marmalade,2018-08-29,77,77
910,Tea,2018-08-28,158,77
911,Milk,2018-08-28,124,124
912,Boiled potatoes,2018-08-28,172,67
913,Fruit,2018-08-28,93,93
914,Sardines,2018-08-28,80,80
915,Oranges,2018-08-28,265,170
916,French fried potatoes,2018-08-28,19,19
917,Chocolate Ice Cream,2018-08-28,83,69
918,Sliced Tomatoes,2018-08-28,105,105
919,ROQUEFORT CHEESE,2018-08-28,57,57
920,Cream Cheese,2018-08-28,38,38
921,Crackers,2018-08-28,26,26
922,Grapes,2018-08-28,131,103
923,Biscuit Tortoni,2018-08-28,98,62
924,Dessert,2018-08-28,119,82
925,Shrimp Cocktail,2018-08-28,133,72
926,rice pudding,2018-08-28,238,151
927,Corned Beef Hash,2018-08-28,148,141
928,STRAWBERRY ICE CREAM,2018-08-28,33,33
929,Chicken Sandwich,2018-08-28,121,121
930,Orange Juice,2018-08-28,238,134
931,Pear,2018-08-28,78,46
932,Stewed Corn,2018-08-28,55,55
933,Shrimp Salad,2018-08-28,72,72
934,Scrambled Eggs,2018-08-28,133,50
935,Sauterne,2018-08-28,31,31
936,Boiled eggs,2018-08-28,102,66
937,Crab Flake Cocktail,2018-08-28,38,38
938,Blue Point Oysters,2018-08-28,145,63
939,Stewed Prunes,2018-08-28,98,65
940,Plums,2018-08-28,122,122
941,Oyster cocktail,2018-08-28,79,79
942,Nesselrode Pudding,2018-08-28,107,107
943,Sweet Potatoes,2018-08-28,196,196
944,Orange marmalade,2018-08-28,84,84
945,Tea,2018-08-27,174,126
946,Milk,2018-08-27,68,68
947,Boiled potatoes,2018-08-27,138,73
948,Fruit,2018-08-27,128,128
949,Sardines,2018-08-27,74,74
950,Oranges,2018-08-27,208,97
951,French fried potatoes,2018-08-27,51,51
952,Chocolate Ice Cream,2018-08-27,50,50
953,Sliced Tomatoes,2018-08-27,105,49
954,ROQUEFORT CHEESE,2018-08-27,73,73
955,Cream Cheese,2018-08-27,76,76
956,Crackers,2018-08-27,33,33
957,Grapes,2018-08-27,116,116
958,Biscuit Tortoni,2018-08-27,163,62
959,Dessert,2018-08-27,89,62
960,Shrimp Cocktail,2018-08-27,53,53
961,rice pudding,2018-08-27,158,99
962,Corned Beef Hash,2018-08-27,189,112
963,STRAWBERRY ICE CREAM,2018-08-27,65,65
964,Chicken Sandwich,2018-08-27,94,76
965,Orange Juice,2018-08-27,165,80
966,Pear,2018-08-27,26,26
967,Stewed Corn,2018-08-27,82,67
968,Shrimp Salad,2018-08-27,72,68
969,Scrambled Eggs,2018-08-27,171,85
970,Sauterne,2018-08-27,54,54
971,Boiled eggs,2018-08-27,147,105
972,Crab Flake Cocktail,2018-08-27,99,99
973,Blue Point Oysters,2018-08-27,193,124
974,Stewed Prunes,2018-08-27,110,41
975,Plums,2018-08-27,43,43
976,Oyster cocktail,2018-08-27,55,54
977,Nesselrode Pudding,2018-08-27,107,107
978,Sweet Potatoes,2018-08-27,231,199
979,Orange marmalade,2018-08-27,70,70
980,Tea,2018-08-26,158,69
981,Milk,2018-08-26,136,136
982,Boiled potatoes,2018-08-26,189,110
983,Fruit,2018-08-26,104,103
984,Sardines,2018-08-26,67,51
985,Oranges,2018-08-26,151,137
986,French fried potatoes,2018-08-26,51,51
987,Chocolate Ice Cream,2018-08-26,167,68
988,Sliced Tomatoes,2018-08-26,157,157
989,ROQUEFORT CHEESE,2018-08-26,97,97
990,Cream Cheese,2018-08-26,102,62
991,Crackers,2018-08-26,59,59
992,Grapes,2018-08-26,101,41
993,Biscuit Tortoni,2018-08-26,147,77
994,Dessert,2018-08-26,75,63
995,Shrimp Cocktail,2018-08-26,67,67
996,rice pudding,2018-08-26,158,94
997,Corned Beef Hash,2018-08-26,176,117
998,STRAWBERRY ICE CREAM,2018-08-26,91,91
999,Chicken Sandwich,2018-08-26,147,117
1000,Orange Juice,2018-08-26,238,70
1001,Pear,2018-08-26,122,122
1002,Stewed Corn,2018-08-26,64,64
1003,Shrimp Salad,2018-08-26,126,63
1004,Scrambled Eggs,2018-08-26,228,105
1005,Sauterne,2018-08-26,23,23
1006,Boiled eggs,2018-08-26,102,58
1007,Crab Flake Cocktail,2018-08-26,38,38
1008,Blue Point Oysters,2018-08-26,129,82
1009,Stewed Prunes,2018-08-26,159,139
1010,Plums,2018-08-26,113,83
1011,Oyster cocktail,2018-08-26,32,32
1012,Nesselrode Pudding,2018-08-26,49,49
1013,Sweet Potatoes,2018-08-26,196,170
1014,Orange marmalade,2018-08-26,77,77
1015,Tea,2018-08-25,111,74
1016,Milk,2018-08-25,113,113
1017,Boiled potatoes,2018-08-25,206,139
1018,Fruit,2018-08-25,116,116
1019,Sardines,2018-08-25,80,80
1020,Oranges,2018-08-25,76,76
1021,French fried potatoes,2018-08-25,83,83
1022,Chocolate Ice Cream,2018-08-25,50,50
1023,Sliced Tomatoes,2018-08-25,144,144
1024,ROQUEFORT CHEESE,2018-08-25,105,63
1025,Cream Cheese,2018-08-25,152,110
1026,Crackers,2018-08-25,26,26
1027,Grapes,2018-08-25,43,43
1028,Biscuit Tortoni,2018-08-25,98,75
1029,Dessert,2018-08-25,60,60
1030,Shrimp Cocktail,2018-08-25,160,102
1031,rice pudding,2018-08-25,139,113
1032,Corned Beef Hash,2018-08-25,162,97
1033,STRAWBERRY ICE CREAM,2018-08-25,39,39
1034,Chicken Sandwich,2018-08-25,161,161
1035,Orange Juice,2018-08-25,165,68
1036,Pear,2018-08-25,52,52
1037,Stewed Corn,2018-08-25,127,95
1038,Shrimp Salad,2018-08-25,252,128
1039,Scrambled Eggs,2018-08-25,171,78
1040,Sauterne,2018-08-25,77,77
1041,Boiled eggs,2018-08-25,124,124
1042,Crab Flake Cocktail,2018-08-25,76,76
1043,Blue Point Oysters,2018-08-25,129,82
1044,Stewed Prunes,2018-08-25,61,61
1045,Plums,2018-08-25,87,70
1046,Oyster cocktail,2018-08-25,95,95
1047,Nesselrode Pudding,2018-08-25,66,66
1048,Sweet Potatoes,2018-08-25,142,100
1049,Orange marmalade,2018-08-25,42,42
1050,Tea,2018-08-24,47,47
1051,Milk,2018-08-24,102,96
1052,Boiled potatoes,2018-08-24,120,120
1053,Fruit,2018-08-24,35,35
1054,Sardines,2018-08-24,67,67
1055,Oranges,2018-08-24,57,57
1056,French fried potatoes,2018-08-24,77,77
1057,Chocolate Ice Cream,2018-08-24,67,67
1058,Sliced Tomatoes,2018-08-24,39,39
1059,ROQUEFORT CHEESE,2018-08-24,41,41
1060,Cream Cheese,2018-08-24,51,51
1061,Crackers,2018-08-24,73,73
1062,Grapes,2018-08-24,58,58
1063,Biscuit Tortoni,2018-08-24,98,98
1064,Dessert,2018-08-24,209,209
1065,Shrimp Cocktail,2018-08-24,93,78
1066,rice pudding,2018-08-24,59,59
1067,Corned Beef Hash,2018-08-24,135,135
1068,STRAWBERRY ICE CREAM,2018-08-24,19,19
1069,Chicken Sandwich,2018-08-24,147,147
1070,Orange Juice,2018-08-24,238,238
1071,Pear,2018-08-24,122,122
1072,Stewed Corn,2018-08-24,100,100
1073,Shrimp Salad,2018-08-24,252,124
1074,Scrambled Eggs,2018-08-24,133,133
1075,Sauterne,2018-08-24,54,54
1076,Boiled eggs,2018-08-24,34,34
1077,Crab Flake Cocktail,2018-08-24,99,99
1078,Blue Point Oysters,2018-08-24,161,156
1079,Stewed Prunes,2018-08-24,122,43
1080,Plums,2018-08-24,122,122
1081,Oyster cocktail,2018-08-24,55,55
1082,Nesselrode Pudding,2018-08-24,107,73
1083,Sweet Potatoes,2018-08-24,89,89
1084,Orange marmalade,2018-08-24,56,56
1085,Tea,2018-08-23,190,104
1086,Milk,2018-08-23,113,101
1087,Boiled potatoes,2018-08-23,206,128
1088,Fruit,2018-08-23,151,151
1089,Sardines,2018-08-23,47,47
1090,Oranges,2018-08-23,151,95
1091,French fried potatoes,2018-08-23,58,58
1092,Chocolate Ice Cream,2018-08-23,184,143
1093,Sliced Tomatoes,2018-08-23,79,79
1094,ROQUEFORT CHEESE,2018-08-23,41,41
1095,Cream Cheese,2018-08-23,165,119
1096,Crackers,2018-08-23,59,59
1097,Grapes,2018-08-23,87,87
1098,Biscuit Tortoni,2018-08-23,65,65
1099,Dessert,2018-08-23,75,58
1100,Shrimp Cocktail,2018-08-23,173,99
1101,rice pudding,2018-08-23,139,132
1102,Corned Beef Hash,2018-08-23,189,150
1103,STRAWBERRY ICE CREAM,2018-08-23,19,19
1104,Chicken Sandwich,2018-08-23,174,174
1105,Orange Juice,2018-08-23,73,73
1106,Pear,2018-08-23,96,92
1107,Stewed Corn,2018-08-23,91,64
1108,Shrimp Salad,2018-08-23,108,71
1109,Scrambled Eggs,2018-08-23,171,71
1110,Sauterne,2018-08-23,39,39
1111,Boiled eggs,2018-08-23,113,79
1112,Crab Flake Cocktail,2018-08-23,76,74
1113,Blue Point Oysters,2018-08-23,193,128
1114,Stewed Prunes,2018-08-23,73,73
1115,Plums,2018-08-23,70,70
1116,Oyster cocktail,2018-08-23,103,102
1117,Nesselrode Pudding,2018-08-23,115,115
1118,Sweet Potatoes,2018-08-23,89,89
1119,Orange marmalade,2018-08-23,77,77
1120,Tea,2018-08-22,63,55
1121,Milk,2018-08-22,68,68
1122,Boiled potatoes,2018-08-22,224,131
1123,Fruit,2018-08-22,128,128
1124,Sardines,2018-08-22,33,33
1125,Oranges,2018-08-22,76,70
1126,French fried potatoes,2018-08-22,32,32
1127,Chocolate Ice Cream,2018-08-22,167,69
1128,Sliced Tomatoes,2018-08-22,144,144
1129,ROQUEFORT CHEESE,2018-08-22,113,113
1130,Cream Cheese,2018-08-22,63,63
1131,Crackers,2018-08-22,79,79
1132,Grapes,2018-08-22,87,87
1133,Biscuit Tortoni,2018-08-22,81,81
1134,Dessert,2018-08-22,89,44
1135,Shrimp Cocktail,2018-08-22,93,71
1136,rice pudding,2018-08-22,139,105
1137,Corned Beef Hash,2018-08-22,95,61
1138,STRAWBERRY ICE CREAM,2018-08-22,52,52
1139,Chicken Sandwich,2018-08-22,147,122
1140,Orange Juice,2018-08-22,146,84
1141,Pear,2018-08-22,35,35
1142,Stewed Corn,2018-08-22,36,36
1143,Shrimp Salad,2018-08-22,126,63
1144,Scrambled Eggs,2018-08-22,57,57
1145,Sauterne,2018-08-22,100,100
1146,Boiled eggs,2018-08-22,45,45
1147,Crab Flake Cocktail,2018-08-22,99,99
1148,Blue Point Oysters,2018-08-22,193,143
1149,Stewed Prunes,2018-08-22,122,88
1150,Plums,2018-08-22,43,43
1151,Oyster cocktail,2018-08-22,111,111
1152,Nesselrode Pudding,2018-08-22,41,41
1153,Sweet Potatoes,2018-08-22,142,142
1154,Orange marmalade,2018-08-22,49,49
1155,Tea,2018-08-21,205,129
1156,Milk,2018-08-21,136,136
1157,Boiled potatoes,2018-08-21,86,78
1158,Fruit,2018-08-21,58,58
1159,Sardines,2018-08-21,33,33
1160,Oranges,2018-08-21,76,76
1161,French fried potatoes,2018-08-21,64,64
1162,Chocolate Ice Cream,2018-08-21,184,85
1163,Sliced Tomatoes,2018-08-21,170,112
1164,ROQUEFORT CHEESE,2018-08-21,41,41
1165,Cream Cheese,2018-08-21,178,141
1166,Crackers,2018-08-21,26,26
1167,Grapes,2018-08-21,160,160
1168,Biscuit Tortoni,2018-08-21,81,81
1169,Dessert,2018-08-21,89,59
1170,Shrimp Cocktail,2018-08-21,173,126
1171,rice pudding,2018-08-21,238,133
1172,Corned Beef Hash,2018-08-21,81,81
1173,STRAWBERRY ICE CREAM,2018-08-21,59,59
1174,Chicken Sandwich,2018-08-21,67,67
1175,Orange Juice,2018-08-21,183,55
1176,Pear,2018-08-21,78,72
1177,Stewed Corn,2018-08-21,109,105
1178,Shrimp Salad,2018-08-21,162,81
1179,Scrambled Eggs,2018-08-21,209,133
1180,Sauterne,2018-08-21,108,108
1181,Boiled eggs,2018-08-21,158,71
1182,Crab Flake Cocktail,2018-08-21,61,38
1183,Blue Point Oysters,2018-08-21,97,83
1184,Stewed Prunes,2018-08-21,122,45
1185,Plums,2018-08-21,70,70
1186,Oyster cocktail,2018-08-21,47,47
1187,Nesselrode Pudding,2018-08-21,90,75
1188,Sweet Potatoes,2018-08-21,125,90
1189,Orange marmalade,2018-08-21,77,77
1190,Tea,2018-08-20,221,150
1191,Milk,2018-08-20,124,117
1192,Boiled potatoes,2018-08-20,86,85
1193,Fruit,2018-08-20,162,162
1194,Sardines,2018-08-20,54,54
1195,Oranges,2018-08-20,76,76
1196,French fried potatoes,2018-08-20,32,32
1197,Chocolate Ice Cream,2018-08-20,134,63
1198,Sliced Tomatoes,2018-08-20,183,183
1199,ROQUEFORT CHEESE,2018-08-20,24,24
1200,Cream Cheese,2018-08-20,165,126
1201,Crackers,2018-08-20,86,86
1202,Grapes,2018-08-20,174,94
1203,Biscuit Tortoni,2018-08-20,163,70
1204,Dessert,2018-08-20,164,97
1205,Shrimp Cocktail,2018-08-20,106,74
1206,rice pudding,2018-08-20,139,58
1207,Corned Beef Hash,2018-08-20,162,153
1208,STRAWBERRY ICE CREAM,2018-08-20,33,33
1209,Chicken Sandwich,2018-08-20,80,80
1210,Orange Juice,2018-08-20,110,83
1211,Pear,2018-08-20,113,113
1212,Stewed Corn,2018-08-20,55,48
1213,Shrimp Salad,2018-08-20,162,72
1214,Scrambled Eggs,2018-08-20,228,83
1215,Sauterne,2018-08-20,77,67
1216,Boiled eggs,2018-08-20,158,65
1217,Crab Flake Cocktail,2018-08-20,106,106
1218,Blue Point Oysters,2018-08-20,113,89
1219,Stewed Prunes,2018-08-20,98,88
1220,Plums,2018-08-20,104,104
1221,Oyster cocktail,2018-08-20,47,47
1222,Nesselrode Pudding,2018-08-20,57,57
1223,Sweet Potatoes,2018-08-20,196,131
1224,Orange marmalade,2018-08-20,28,28
1225,Tea,2018-08-19,126,81
1226,Milk,2018-08-19,102,102
1227,Boiled potatoes,2018-08-19,206,134
1228,Fruit,2018-08-19,46,46
1229,Sardines,2018-08-19,74,74
1230,Oranges,2018-08-19,151,102
1231,French fried potatoes,2018-08-19,19,19
1232,Chocolate Ice Cream,2018-08-19,184,133
1233,Sliced Tomatoes,2018-08-19,131,71
1234,ROQUEFORT CHEESE,2018-08-19,65,65
1235,Cream Cheese,2018-08-19,51,51
1236,Crackers,2018-08-19,26,26
1237,Grapes,2018-08-19,131,129
1238,Biscuit Tortoni,2018-08-19,147,61
1239,Dessert,2018-08-19,179,134
1240,Shrimp Cocktail,2018-08-19,146,133
1241,rice pudding,2018-08-19,79,79
1242,Corned Beef Hash,2018-08-19,176,126
1243,STRAWBERRY ICE CREAM,2018-08-19,72,72
1244,Chicken Sandwich,2018-08-19,40,40
1245,Orange Juice,2018-08-19,55,55
1246,Pear,2018-08-19,61,61
1247,Stewed Corn,2018-08-19,36,36
1248,Shrimp Salad,2018-08-19,126,81
1249,Scrambled Eggs,2018-08-19,247,134
1250,Sauterne,2018-08-19,69,69
1251,Boiled eggs,2018-08-19,34,34
1252,Crab Flake Cocktail,2018-08-19,38,38
1253,Blue Point Oysters,2018-08-19,193,138
1254,Stewed Prunes,2018-08-19,61,61
1255,Plums,2018-08-19,61,61
1256,Oyster cocktail,2018-08-19,63,63
1257,Nesselrode Pudding,2018-08-19,49,49
1258,Sweet Potatoes,2018-08-19,142,44
1259,Orange marmalade,2018-08-19,70,70
1260,Tea,2018-08-18,63,42
1261,Milk,2018-08-18,34,34
1262,Boiled potatoes,2018-08-18,155,73
1263,Fruit,2018-08-18,128,128
1264,Sardines,2018-08-18,67,67
1265,Oranges,2018-08-18,76,65
1266,French fried potatoes,2018-08-18,77,77
1267,Chocolate Ice Cream,2018-08-18,67,67
1268,Sliced Tomatoes,2018-08-18,52,52
1269,ROQUEFORT CHEESE,2018-08-18,57,57
1270,Cream Cheese,2018-08-18,140,138
1271,Crackers,2018-08-18,46,46
1272,Grapes,2018-08-18,58,58
1273,Biscuit Tortoni,2018-08-18,228,150
1274,Dessert,2018-08-18,104,85
1275,Shrimp Cocktail,2018-08-18,93,69
1276,rice pudding,2018-08-18,198,156
1277,Corned Beef Hash,2018-08-18,67,67
1278,STRAWBERRY ICE CREAM,2018-08-18,59,59
1279,Chicken Sandwich,2018-08-18,134,134
